Address ,List_Price ,
"1049 N Keystone Ave Chicago, IL 60651","$265,000 ",
"5201 Cleveland St Skokie, IL 60077","$289,000 ",
"3816 Streamwood Dr Hazel Crest, IL 60429","$197,000 ",
"8826 Oak Park Ave Morton Grove, IL 60053","$245,000 ",
"540 W Oakdale Ave Apt 4E Chicago, IL 60657","$18,000 ",
"2004 Dewes St Glenview, IL 60025","$376,000 ",
"1314 Elizabeth Ln Glenview, IL 60025","$564,000 ",
"5816 Wolf Rd Apt 2A Western Springs, IL 60558","$465,000 ",
"9000 31st St Brookfield, IL 60513","$235,000 ",
"205 Cascade Dr Indian Head Park, IL 60525","$254,000 ",
"30 S Stone Ave La Grange, IL 60525","$2,525,000 ",
"2736 W Augusta Blvd # 2 Chicago, IL 60622","$829,500 ",
"9100 S Drexel Ave Chicago, IL 60619","$278,000 ",
"367 Bartram Rd Riverside, IL 60546","$1,000,000 ",
"4226 N Milwaukee Ave Chicago, IL 60641","$195,000 ",
"10 E Kathleen Dr Des Plaines, IL 60016","$247,000 ",
"540 Amherst Ln Hoffman Estates, IL 60169","$137,000 ",
"1396 Shire Cir # 10 Inverness, IL 60067","$453,000 ",
"1438 Granville Ave Park Ridge, IL 60068","$313,500 ",
"8347 S Kingston Ave Chicago, IL 60617","$257,000 ",
"4926 W 106th Pl Oak Lawn, IL 60453","$127,500 ",
"4908 W Ohio St Chicago, IL 60644","$145,000 ",
"3347 Church St Evanston, IL 60203","$288,500 ",
"1647 Robin Ln Glenview, IL 60025","$209,500 ",
"8416 S Justine St Chicago, IL 60620","$390,000 ",
"3731 W Shakespeare Ave Chicago, IL 60647","$233,500 ",
"30 E Huron St Apt 3503 Chicago, IL 60611","$229,000 ",
"2600 N Hampden Ct Apt D5 Chicago, IL 60614","$184,000 ",
"2957 Martin Ave Melrose Park, IL 60164","$410,000 ",
"1140 W Newport Ave Apt B Chicago, IL 60657","$128,500 ",
"1526 N Elk Grove Ave Chicago, IL 60622","$204,000 ",
"1330 N La Salle Dr Apt 108 Chicago, IL 60610","$350,000 ",
"200 N Dearborn St Chicago, IL 60601","$782,500 ",
"13705 S Atlantic Ave Riverdale, IL 60827","$285,000 ",
"1212 N Lake Shore Dr Apt 19CS Chicago, IL 60610","$67,500 ",
"1417 S Prairie Ave # AA9 Chicago, IL 60605","$279,000 ",
"4113 N Kenmore Ave Chicago, IL 60613","$1,125,000 ",
"4444 N Malden St Chicago, IL 60640","$825,000 ",
"4152 N Elston Ave Apt 3N Chicago, IL 60618","$825,000 ",
"2911 N Western Ave Apt 402 Chicago, IL 60618","$825,000 ",
"2940 N Damen Ave Apt 3N Chicago, IL 60618","$385,000 ",
"2319 W Wabansia Ave Apt 4 Chicago, IL 60647","$470,000 ",
"3451 Ann St Lansing, IL 60438","$170,000 ",
"15913 Finch Ave Harvey, IL 60426","$164,000 ",
"222 E Pearson St Apt 1806 Chicago, IL 60611","$156,000 ",
"600 N Fairbanks Ct Unit 1406 Chicago, IL 60611","$315,000 ",
"521 Chicago Ave # I Evanston, IL 60202","$170,000 ",
"65 E Bellevue Pl Chicago, IL 60611","$284,000 ",
"508 W Melrose St Apt 5A Chicago, IL 60657","$715,000 ",
"2417 N Burling St # 1 Chicago, IL 60614","$715,000 ",
"7543 S Luella Ave Chicago, IL 60649","$40,000 ",
"3702 Arthur Ave Brookfield, IL 60513","$212,000 ",
"3718 N Bernard St Chicago, IL 60618","$230,000 ",
"10 E Ontario St Apt 1602 Chicago, IL 60611","$95,000 ",
"437 W Division St Apt 411 Chicago, IL 60610","$60,000 ",
"7239 N Oconto Ave Chicago, IL 60631","$347,500 ",
"2016 N Harlem Ave Apt 7W Elmwood Park, IL 60707","$2,160,000 ",
"1 S Leavitt St Unit 209 Chicago, IL 60612","$1,150,000 ",
"1325 Central Ave Wilmette, IL 60091","$1,340,000 ",
"9652 S Richmond Ave Evergreen Park, IL 60805","$280,000 ",
"8242 138th Pl Orland Park, IL 60462","$153,000 ",
"3614 N Lotus Ave Chicago, IL 60641","$345,000 ",
"8501 Paloma Dr Orland Park, IL 60462","$490,000 ",
"3434 191st St Lansing, IL 60438","$732,500 ",
"Berwyn, IL 60402","$305,000 ",
"11471 S Lothair Ave Chicago, IL 60643","$1,039,500 ",
"1518 N Rockwell St Chicago, IL 60622","$173,000 ",
"101 David Dr Streamwood, IL 60107","$289,500 ",
"3700 N Nottingham Ave Chicago, IL 60634","$435,000 ",
"2565 West St River Grove, IL 60171","$3,778,500 ",
"2037 N 75th Ave Elmwood Park, IL 60707","$201,000 ",
"2728 N Hampden Ct Apt 407 Chicago, IL 60614","$152,000 ",
"265 Northbury Ct Unit A2 Schaumburg, IL 60193","$90,000 ",
"434 Freehauf St Lemont, IL 60439","$220,000 ",
"4731 N Kenmore Ave Apt 1 Chicago, IL 60640","$1,890,000 ",
"1510 N Hudson Ave # 1 Chicago, IL 60610","$80,000 ",
"1125 W Grace St Apt 2W Chicago, IL 60613","$400,000 ",
"1656 W 38th Pl Chicago, IL 60609","$400,000 ",
"16535 Stuart Ave Orland Park, IL 60467","$510,000 ",
"9004 Del Prado Dr Apt 2S Palos Hills, IL 60465","$1,590,000 ",
"1142 W Diversey Pkwy Chicago, IL 60614","$1,590,000 ",
"3045 N Kenmore Ave Apt 3RN Chicago, IL 60657","$1,340,000 ",
"11620 S Leamington Ave Alsip, IL 60803","$961,000 ",
"1643 N Wolcott Ave Chicago, IL 60622","$270,500 ",
"213 Raleigh Pl Mount Prospect, IL 60056","$239,500 ",
"254 Cove Dr Flossmoor, IL 60422","$415,000 ",
"630 Ballantrae Dr Apt C Northbrook, IL 60062","$232,500 ",
"2941 N Avers Ave # 2 Chicago, IL 60618","$417,500 ",
"1401 N Harlem Ave Apt A Oak Park, IL 60302","$175,000 ",
"7064 N Monon Ave Chicago, IL 60646","$105,000 ",
"21 E Huron St Apt 4601 Chicago, IL 60611","$66,000 ",
"5430 N Lakewood Ave Chicago, IL 60640","$245,000 ",
"8808 Concord Ln Unit D Justice, IL 60458","$235,000 ",
"1421 Cleveland St Evanston, IL 60202","$645,000 ",
"8246 Latrobe Ave Burbank, IL 60459","$475,000 ",
"17812 Bernard Dr Apt 3D Orland Park, IL 60467","$87,000 ",
"201 N Vail Ave Apt 703 Arlington Heights, IL 60004","$375,000 ",
"16650 Ridgeland Ave Tinley Park, IL 60477","$387,000 ",
"1325 N Oakmont Rd Hoffman Estates, IL 60169","$242,000 ",
"9354 Margail Ave Des Plaines, IL 60016","$237,000 ",
"8222 N Elmore St Niles, IL 60714","$199,500 ",
"10005 S Kilbourn Ave Oak Lawn, IL 60453","$1,150,000 ",
"6036 W 63rd Pl Chicago, IL 60638","$375,000 ",
"3652 W McLean Ave Chicago, IL 60647","$1,340,000 ",
"12928 E Tanglewood Cir Palos Park, IL 60464","$730,000 ",
"2652 W 99th St Evergreen Park, IL 60805","$335,000 ",
"10918 S Bell Ave Chicago, IL 60643","$600,000 ",
"10813 Minnesota Ct # 65 Orland Park, IL 60467","$245,000 ",
"2413 W Haddon Ave # 1 Chicago, IL 60622","$100,000 ",
"14733 Laramie Ave Oak Forest, IL 60452","$48,000 ",
"1720 S Michigan Ave Apt 2008 Chicago, IL 60616","$175,000 ",
"6559 S University Ave # 205 Chicago, IL 60637","$340,000 ",
"3421 W 116th Pl Chicago, IL 60655","$394,000 ",
"1341 N Race Ave Arlington Heights, IL 60004","$100,500 ",
"1766 Lee St Des Plaines, IL 60018","$224,000 ",
"14400 S Harrison Ave Posen, IL 60469","$168,000 ",
"17123 Parkside Ave South Holland, IL 60473","$515,000 ",
"333 W Hubbard St Apt 3A Chicago, IL 60654","$20,000 ",
"1212 N Lake Shore Dr Apt 6AN Chicago, IL 60610","$261,500 ",
"1800 W Superior St Apt 1N Chicago, IL 60622","$435,000 ",
"2942 N Wood St Unit C Chicago, IL 60657","$350,000 ",
"20 Forbes Rd Riverside, IL 60546","$152,000 ",
"1872 183rd St Lansing, IL 60438","$540,000 ",
"1622 W Ontario St # 1E Chicago, IL 60622","$388,000 ",
"5831 N Oconto Ave Chicago, IL 60631","$335,000 ",
"1735 W Diversey Pkwy Apt 216 Chicago, IL 60614","$230,000 ",
"6033 W Matson Ave Chicago, IL 60646","$495,000 ",
"8000 S Constance Ave Chicago, IL 60617","$163,000 ",
"1855 W 35th St Steger, IL 60475","$195,000 ",
"931 Peale Ave Park Ridge, IL 60068","$490,000 ",
"6407 Hummingbird Ct Matteson, IL 60443","$515,000 ",
"3129 Hopkins St Steger, IL 60475","$510,000 ",
"515 Rambler Ln Streamwood, IL 60107","$110,000 ",
"10008 S Saint Louis Ave Evergreen Park, IL 60805","$1,425,000 ",
"7518 W Winnemac Ave Harwood Heights, IL 60706","$298,000 ",
"11158 S Troy St Chicago, IL 60655","$215,000 ",
"770 W Gladys Ave Apt 406 Chicago, IL 60661","$423,000 ",
"1109 E 82nd Pl Chicago, IL 60619","$240,000 ",
"5317 N Kenmore Ave Apt 3B Chicago, IL 60640","$385,000 ",
"4170 N Marine Dr Apt 4A Chicago, IL 60613","$335,000 ",
"1040 W Adams St Unit 405 Chicago, IL 60607","$215,000 ",
"1247 N Bosworth Ave # 3S Chicago, IL 60642","$301,500 ",
"1059 N Wood St Chicago, IL 60622","$250,000 ",
"420 E Waterside Dr Unit 1403 Chicago, IL 60601","$152,500 ",
"712 Milton Rd Inverness, IL 60067","$312,000 ",
"519 W Kenilworth Ave Palatine, IL 60067","$130,000 ",
"1417 S Hickory Dr Mount Prospect, IL 60056","$74,000 ",
"512 N McClurg Ct Apt 3402 Chicago, IL 60611","$460,000 ",
"3714 N Kildare Ave Chicago, IL 60641","$251,500 ",
"1225 W Carmen Ave Apt 1N Chicago, IL 60640","$467,000 ",
"7744 Cronin Ave Justice, IL 60458","$585,000 ",
"3721 Raymond Ave Brookfield, IL 60513","$537,500 ",
"1378 Margret St Des Plaines, IL 60018","$450,000 ",
"3328 N Ridgeway Ave Chicago, IL 60618","$265,000 ",
"2425 Pfingsten Rd Glenview, IL 60026","$205,000 ",
"601 S 14th Ave Maywood, IL 60153","$57,500 ",
"1838 W Race Ave Chicago, IL 60622","$274,000 ",
"7537 175th St Apt 522 Tinley Park, IL 60477","$280,000 ",
"7537 175th St Apt 536 Tinley Park, IL 60477","$175,000 ",
"1747 N Wolcott Ave # 2 Chicago, IL 60622","$230,000 ",
"801 S Plymouth Ct Apt 814 Chicago, IL 60605","$175,000 ",
"10225 S Eberhart Ave Chicago, IL 60628","$1,540,000 ",
"10713 S Church St Chicago, IL 60643","$35,000 ",
"3935 W Greenleaf Ave Lincolnwood, IL 60712","$146,500 ",
"10004 S Torrence Ave Chicago, IL 60617","$155,000 ",
"10002 S Torrence Ave Chicago, IL 60617","$190,000 ",
"9320 S Winchester Ave Chicago, IL 60643","$249,000 ",
"9306 S Thomas Ave Bridgeview, IL 60455","$130,000 ",
"4005 W 93rd St Apt 2B Oak Lawn, IL 60453","$215,000 ",
"1741 N Orleans St Apt 4N Chicago, IL 60614","$317,000 ",
"2127 W Rice St Apt 2W Chicago, IL 60622","$320,000 ",
"1324 W Huron St Apt 1F Chicago, IL 60642","$230,000 ",
"1725 W Division St Apt 304 Chicago, IL 60622","$235,000 ",
"1212 Grant St Wilmette, IL 60091","$270,000 ",
"320 E 21st St Unit 804 Chicago, IL 60616","$189,000 ",
"733 S Fairview Ave Park Ridge, IL 60068","$15,500 ",
"713 S Elmhurst Rd Mount Prospect, IL 60056","$70,000 ",
"511 W Division St Apt 812 Chicago, IL 60610","$300,000 ",
"2422 W Gunnison St Apt 1 Chicago, IL 60625","$325,000 ",
"5235 N Ravenswood Ave Apt 19 Chicago, IL 60640","$120,000 ",
"2062 N Lockwood Ave Chicago, IL 60639","$515,000 ",
"256 W 108th Pl Chicago, IL 60628","$151,500 ",
"300 Park Ave Apt 344 Calumet City, IL 60409","$19,500 ",
"9301 N Callero Dr Niles, IL 60714","$709,000 ",
"15327 Meadow Ln Dolton, IL 60419","$2,175,000 ",
"5411 W 25th Pl Cicero, IL 60804","$142,000 ",
"1119 N 9th Ave Maywood, IL 60153","$185,000 ",
"3122 Highland Ave Berwyn, IL 60402","$490,000 ",
"2924 N Sacramento Ave Apt G Chicago, IL 60618","$560,676 ",
"3631 S Cottage Grove Ave Chicago, IL 60653","$16,000 ",
"487 W Kathleen Dr Des Plaines, IL 60016","$130,000 ",
"3802 W 64th St Chicago, IL 60629","$490,000 ",
"1012 Bonaventure Dr Elk Grove Village, IL 60007","$154,000 ",
"925 Singer Ave Lemont, IL 60439","$65,000 ",
"1433 Tonset Ln # 184 Schaumburg, IL 60193","$297,750 ",
"1755 E Camp McDonald Rd Mount Prospect, IL 60056","$20,000 ",
"761 S Middleton Ave Palatine, IL 60067","$227,000 ",
"13334 Misty Meadow Dr Palos Heights, IL 60463","$88,000 ",
"9900 S Normal Ave Chicago, IL 60628","$245,000 ",
"6231 S Tripp Ave Chicago, IL 60629","$180,000 ",
"3646 N Kedzie Ave Chicago, IL 60618","$345,000 ",
"310 Gale Ave River Forest, IL 60305","$305,000 ",
"1024 W Fry St Unit 301 Chicago, IL 60642","$330,000 ",
"5526 S Bishop St Chicago, IL 60636","$215,000 ",
"4831 W School St Chicago, IL 60641","$235,000 ",
"6123 W Lawrence Ave Chicago, IL 60630","$115,000 ",
"960 Perrie Dr Apt 201 Elk Grove Village, IL 60007","$190,000 ",
"4706 W Adams St # 1 Chicago, IL 60644","$308,000 ",
"5441 S Ridgeway Ave Chicago, IL 60632","$215,000 ",
"13446 S Mackinaw Ave Chicago, IL 60633","$259,000 ",
"6312 N Paulina St Apt 3A Chicago, IL 60660","$30,000 ",
"1033 Ontario St Apt 3CS Oak Park, IL 60302","$358,500 ",
"6011 N Marmora Ave Chicago, IL 60646","$358,500 ",
"1235 S Prairie Ave Apt 605 Chicago, IL 60605","$253,000 ",
"22 N Morgan St Apt 211 Chicago, IL 60607","$372,000 ",
"11433 S Prairie Ave Chicago, IL 60628","$370,000 ",
"8440 Forest Dr Hickory Hills, IL 60457","$234,000 ",
"6579 Church St Hanover Park, IL 60133","$219,000 ",
"4331 Greenbrier Ln Richton Park, IL 60471","$650,000 ",
"900 W Sunset Dr Apt 502 Glenwood, IL 60425","$55,000 ",
"5111 W Roscoe St Chicago, IL 60641","$450,000 ",
"10213 W 151st St Orland Park, IL 60462","$105,000 ",
"18374 Millennium Dr # 13R Tinley Park, IL 60477","$129,500 ",
"3749 Raymond Ave Brookfield, IL 60513","$470,000 ",
"3340 N Oconto Ave Chicago, IL 60634","$513,000 ",
"505 Oglesby Ave Calumet City, IL 60409","$247,500 ",
"9951 S Carpenter St Chicago, IL 60643","$358,500 ",
"1306 Home Ave # 1 Berwyn, IL 60402","$301,000 ",
"2918 W 102nd St Evergreen Park, IL 60805","$199,000 ",
"342 W Miner St Apt 3B Arlington Heights, IL 60005","$412,000 ",
"1705 McKool Ave Streamwood, IL 60107","$300,000 ",
"1419 E 62nd St Apt 2W Chicago, IL 60637","$180,000 ",
"7933 W Wellington Ave Elmwood Park, IL 60707","$385,000 ",
"1137 N Wood St Apt 1H Chicago, IL 60622","$236,000 ",
"4229 N Kenmore Ave Apt 2N Chicago, IL 60613","$300,000 ",
"1912 N Spruce Ter Arlington Heights, IL 60004","$240,000 ",
"435 S Winterhaven Ct Palatine, IL 60067","$194,500 ",
"3330 Wallace Ave Steger, IL 60475","$179,000 ",
"1514 N Larch Dr Mount Prospect, IL 60056","$240,000 ",
"12409 S Sangamon St Calumet Park, IL 60827","$65,000 ",
"2101 W Rice St Apt 404 Chicago, IL 60622","$154,000 ",
"519 Meadow Dr W Wilmette, IL 60091","$50,000 ",
"3550 N Lake Shore Dr Apt 502 Chicago, IL 60657","$126,000 ",
"2114 N Lakewood Ave Chicago, IL 60614","$250,000 ",
"4932 N Kenmore Ave Chicago, IL 60640","$300,000 ",
"10627 Lockwood Ct Oak Lawn, IL 60453","$175,000 ",
"7829 New Castle Ave Burbank, IL 60459","$92,000 ",
"11650 S Troy Dr Merrionette Park, IL 60803","$875,000 ",
"8530 W 128th St Palos Park, IL 60464","$255,000 ",
"17306 69th Ave Tinley Park, IL 60477","$289,000 ",
"8545 162nd Pl Apt 3 Tinley Park, IL 60487","$490,000 ",
"13655 Mohawk Ln Orland Park, IL 60462","$349,000 ",
"3550 Lee St Skokie, IL 60076","$220,000 ",
"1350 Parkside Dr Park Ridge, IL 60068","$105,000 ",
"3265 Kirchoff Rd Apt 126 Rolling Meadows, IL 60008","$10,000 ",
"5828 N Navarre Ave Chicago, IL 60631","$330,000 ",
"1217 Crest Ct Schaumburg, IL 60193","$725,000 ",
"2111 Mickey Ln Glenview, IL 60025","$240,000 ",
"1937 Burns Ave Westchester, IL 60154","$278,000 ",
"1506 Westchester Blvd Westchester, IL 60154","$285,000 ",
"905 Westerfield Dr Wilmette, IL 60091","$60,000 ",
"901 E Euclid Ave Arlington Heights, IL 60004","$125,500 ",
"7710 Tripp Ave Skokie, IL 60076","$400,000 ",
"211 N Evanston Ave Mount Prospect, IL 60056","$330,000 ",
"5053 N Mulligan Ave Chicago, IL 60630","$219,000 ",
"1467 N Winslowe Dr Palatine, IL 60074","$240,000 ",
"5355 N Bernard St Chicago, IL 60625","$161,000 ",
"6655 W Hayes Ave Chicago, IL 60631","$370,000 ",
"4236 N Kedvale Ave Apt 6 Chicago, IL 60641","$362,500 ",
"800 Elgin Rd Apt 620 Evanston, IL 60201","$508,000 ",
"1825 Kendale Dr Glenview, IL 60025","$90,000 ",
"4360 S Wells St Chicago, IL 60609","$650,000 ",
"4442 W 16th St Chicago, IL 60623","$4,725,000 ",
"12508 S Ashland Ave Calumet Park, IL 60827","$106,000 ",
"1904 W Patterson Ave Chicago, IL 60613","$806,500 ",
"9335 S Springfield Ave Evergreen Park, IL 60805","$1,135,000 ",
"3131 N Racine Ave Apt 1F Chicago, IL 60657","$307,500 ",
"3233 N Troy St Chicago, IL 60618","$159,000 ",
"3500 N Lake Shore Dr Chicago, IL 60657","$180,000 ",
"1138 N Hoyne Ave Chicago, IL 60622","$173,000 ",
"1804 N Cleveland Ave Chicago, IL 60614","$1,015,000 ",
"5858 N Broadway St Apt 504 Chicago, IL 60660","$522,000 ",
"200 W Grand Ave Apt 1806 Chicago, IL 60654","$522,000 ",
"220 W Concord Ln Chicago, IL 60614","$29,515,500 ",
"1949 N Halsted St Apt 3 Chicago, IL 60614","$29,515,500 ",
"933 W 58th St La Grange Highlands, IL 60525","$64,000 ",
"628 William St River Forest, IL 60305","$85,000 ",
"1122 Forest Ave River Forest, IL 60305","$2,175,000 ",
"9366 Bay Colony Dr Apt 3S Des Plaines, IL 60016","$2,175,000 ",
"1415 E Lowden Ln Mount Prospect, IL 60056","$433,000 ",
"6867 N Overhill Ave Apt 2D Chicago, IL 60631","$912,500 ",
"14341 Oakwood Ct Orland Park, IL 60462","$470,000 ",
"9926 Treetop Dr Orland Park, IL 60462","$15,575,500 ",
"14300 Grant St Dolton, IL 60419","$140,000 ",
"1248 Sumac Trl Hoffman Estates, IL 60192","$185,000 ",
"8125 S Saginaw Ave Chicago, IL 60617","$162,500 ",
"8640 S Kenwood Ave Chicago, IL 60619","$287,500 ",
"7926 N Oketo Ave Niles, IL 60714","$405,000 ",
"12250 Partridge Ln Orland Park, IL 60467","$223,500 ",
"7837 S Marshfield Ave Chicago, IL 60620","$345,000 ",
"7220 W 154th St # 32 Orland Park, IL 60462","$235,000 ",
"550 W Ruhl Rd Palatine, IL 60074","$222,000 ",
"1721 Mission Hills Rd Apt 106 Northbrook, IL 60062","$395,000 ",
"1442 N Mohawk St Apt 1 Chicago, IL 60610","$14,000 ",
"8380 S Kerfoot Ave Chicago, IL 60620","$930,000 ",
"1126 E Thomas St Arlington Heights, IL 60004","$250,000 ",
"1255 N Sterling Ave Unit 104 Palatine, IL 60067","$330,000 ",
"1663 Howard Ave Des Plaines, IL 60018","$218,000 ",
"5126 Conrad St Skokie, IL 60077","$187,500 ",
"26 S Walnut Ln Glenwood, IL 60425","$32,000 ",
"5824 S Brainard Ave La Grange Highlands, IL 60525","$195,000 ",
"8034 S Richmond St Chicago, IL 60652","$1,245,000 ",
"345 N La Salle Dr Apt 905 Chicago, IL 60654","$467,000 ",
"7637 S Bennett Ave # 2 Chicago, IL 60649","$135,000 ",
"225 W Huron St Apt 213 Chicago, IL 60654","$673,000 ",
"1355 W Washington Blvd Apt 2B Chicago, IL 60607","$673,000 ",
"1800 W Roscoe St Apt 204 Chicago, IL 60657","$505,000 ",
"1408 S 12th Ave Maywood, IL 60153","$150,000 ",
"12110 S Parnell Ave Chicago, IL 60628","$20,000 ",
"400 N La Salle Dr Apt 4112 Chicago, IL 60654","$202,000 ",
"4818 N Hoyne Ave Apt 2 Chicago, IL 60625","$127,500 ",
"320 E 21st St Unit 716 Chicago, IL 60616","$250,000 ",
"7707 W Irving Park Rd Apt 311 Chicago, IL 60634","$260,000 ",
"9086 Del Prado Dr Apt 2E Palos Hills, IL 60465","$205,000 ",
"2641 W Armitage Ave Apt 2 Chicago, IL 60647","$60,000 ",
"4735 Bobolink Ter Skokie, IL 60076","$265,000 ",
"6300 W Montrose Ave Apt 301 Chicago, IL 60634","$260,000 ",
"2427 W Winona St # H Chicago, IL 60625","$512,500 ",
"1223 W Winona St Chicago, IL 60640","$177,500 ",
"9903 N Huber Ln Niles, IL 60714","$445,000 ",
"73 Fletcher Dr Des Plaines, IL 60016","$141,500 ",
"6033 N Sheridan Rd Apt 9L Chicago, IL 60660","$316,500 ",
"2145 W Greenleaf Ave Chicago, IL 60645","$76,500 ",
"13412 S Karlov Ave Robbins, IL 60472","$182,500 ",
"6101 S Artesian Ave Chicago, IL 60629","$249,000 ",
"5724 Dover Rd Oak Forest, IL 60452","$160,000 ",
"10953 S Troy St Chicago, IL 60655","$218,000 ",
"1210 Braeburn Ave Flossmoor, IL 60422","$274,500 ",
"1814 W 108th Pl # 2 Chicago, IL 60643","$180,000 ",
"2836 Downing Ave Westchester, IL 60154","$195,000 ",
"1237 Harvey Ave Berwyn, IL 60402","$320,000 ",
"6705 21st St Unit 206 Berwyn, IL 60402","$29,515,500 ",
"5106 W Nelson St Chicago, IL 60641","$735,000 ",
"8919 E Prairie Rd Evanston, IL 60203","$193,000 ",
"17240 Louis Ave South Holland, IL 60473","$450,000 ",
"4131 W Kamerling Ave Chicago, IL 60651","$142,000 ",
"15921 Parkside Ave South Holland, IL 60473","$275,000 ",
"9826 Treetop Dr Apt 1W Orland Park, IL 60462","$176,000 ",
"16811 Misty Ln Tinley Park, IL 60477","$22,000 ",
"4406 N Keeler Ave Chicago, IL 60630","$168,000 ",
"409 Krause Ave Streamwood, IL 60107","$273,000 ",
"1228 S 56th Ct Cicero, IL 60804","$1,295,000 ",
"1754 W Roscoe St Chicago, IL 60657","$1,295,000 ",
"500 E Robertson St Palatine, IL 60074","$912,500 ",
"2305 Kirchoff Rd Rolling Meadows, IL 60008","$912,500 ",
"610 Cobblestone Cir Apt C Glenview, IL 60025","$160,100 ",
"9138 Waukegan Rd Morton Grove, IL 60053","$265,000 ",
"111 Acacia Dr Unit 401 Indian Head Park, IL 60525","$280,000 ",
"3535 Arden Ave Brookfield, IL 60513","$260,000 ",
"4343 Mayfair Ct Country Club Hills, IL 60478","$5,722,000 ",
"4731 S Kedvale Ave Chicago, IL 60632","$100,000 ",
"500 S Clinton St Apt 322 Chicago, IL 60607","$77,000 ",
"6432 W 89th Pl Oak Lawn, IL 60453","$148,000 ",
"1642 W Julian St # 2 Chicago, IL 60622","$30,000 ",
"55 W Erie St Apt 2W Chicago, IL 60654","$160,000 ",
"540 W Oakdale Ave Apt 3E Chicago, IL 60657","$115,000 ",
"125 W Oak St Apt B Chicago, IL 60610","$950,000 ",
"4585 S Oakenwald Ave Chicago, IL 60653","$173,000 ",
"2053 Leeward Ln Hanover Park, IL 60133","$110,000 ",
"9324 S La Salle St Chicago, IL 60620","$2,175,000 ",
"4618 W Dickens Ave Chicago, IL 60639","$205,000 ",
"302 Basswood Dr Northbrook, IL 60062","$130,000 ",
"4230 N Moody Ave Chicago, IL 60634","$280,000 ",
"1452 W Wolfram St # 2 Chicago, IL 60657","$123,000 ",
"420 W Aldine Ave Apt 322 Chicago, IL 60657","$360,000 ",
"1343 S Federal St Chicago, IL 60605","$223,500 ",
"1808 Monroe Ave Glenview, IL 60025","$525,000 ",
"336 S Maple St Mount Prospect, IL 60056","$269,000 ",
"8149 S Troy St Chicago, IL 60652","$258,500 ",
"6514 S Talman Ave Chicago, IL 60629","$73,000 ",
"200 N Dearborn St Chicago, IL 60601","$540,000 ",
"2342 W Rice St Chicago, IL 60622","$580,000 ",
