Address,List_Price ,beds,baths,sq_ft
"1536 N Kendal Ct Arlington Heights, IL 60004","$230,000 ",2,2,"1,890"
"728 Lee St Des Plaines, IL 60016","$529,000 ",,,
"200 W Grand Ave Apt 1706 Chicago, IL 60654","$455,000 ",2,2,"1,250"
"3215 Hawthorne St Franklin Park, IL 60131","$174,900 ",2,1,880
"320 Sandra Ln Chicago Heights, IL 60411","$89,900 ",3,2,"1,317"
"22145 Brookwood Dr Sauk Village, IL 60411","$68,000 ",3,1,918
"1752 Pine Rd Homewood, IL 60430","$179,900 ",3,1.5,"1,657"
"19824 Brook Ave Lynwood, IL 60411","$119,900 ",3,2,"1,075"
"9158 S Parnell Ave Chicago, IL 60620","$105,000 ",3,1.5,"1,035"
"642 Paxton Ave Calumet City, IL 60409","$80,000 ",4,1.5,"1,257"
"151 W Wing St Apt 405 Arlington Heights, IL 60005","$523,400 ",2,2.5,"1,800"
"5745 S Dorchester Ave Chicago, IL 60637","$1,150,000 ",5,2,"2,633"
"7107 Simpson St Morton Grove, IL 60053","$335,000 ",4,2,"1,625"
"4328 N Saint Louis Ave Chicago, IL 60618","$299,000 ",3,2,2
"44 Park Ln Unit 429 Park Ridge, IL 60068","$379,900 ",2,2,"1,950"
"8160 N Washington St Niles, IL 60714","$474,900 ",4,2.5,"2,657"
"6945 W Jonquil Ter Niles, IL 60714","$333,900 ",3,2,"1,139"
"6615 N Olmsted Ave Chicago, IL 60631","$275,000 ",,,
"10516 S Kedzie Ave Chicago, IL 60655","$224,900 ",3,1.5,1.5
"8954 S Indiana Ave Chicago, IL 60619","$229,000 ",4,3.5,"1,926"
"410 N Dryden Pl Arlington Heights, IL 60004","$249,900 ",2,1,"1,000"
"8413 44th Pl Lyons, IL 60534","$209,900 ",4,1.5,"1,033"
"4257 W Augusta Blvd Chicago, IL 60651","$149,900 ",5,1.5,1.5
"8131 Salisbury Ave Lyons, IL 60534","$150,000 ",4,2,"1,691"
"2 W Oak Ave La Grange Park, IL 60526","$395,000 ",4,,
"2325 N Neva Ave Apt 202B Chicago, IL 60707","$154,900 ",2,1,"1,000"
"2452 S 7th Ave North Riverside, IL 60546","$339,777 ",4,2.5,"1,499"
"2021 N Leavitt St Apt G Chicago, IL 60647","$240,000 ",2,1,800
"1530 S State St Apt 1019 Chicago, IL 60605","$435,000 ",2,2,"1,600"
"2012 W Saint Paul Ave Apt 407 Chicago, IL 60647","$450,000 ",2,1.5,"1,500"
"1147 W Ohio St Apt 201 Chicago, IL 60642","$650,000 ",,,
"1901 W Ohio St Chicago, IL 60622","$1,299,888 ",4,3.5,3.5
"3236 N Hoyne Ave Chicago, IL 60618","$1,150,000 ",4,3.5,3.5
"1425 W Fletcher St Chicago, IL 60657","$1,099,000 ",3,3.5,"2,948"
"2029 N Kenneth Ave Chicago, IL 60639","$199,000 ",5,3,"1,800"
"3611 S Hermitage Ave Chicago, IL 60609","$330,000 ",6,2,2
"6953 Riverside Dr Berwyn, IL 60402","$299,500 ",3,2,"2,350"
"5815 N Drake Ave Chicago, IL 60659","$445,000 ",3,2.5,"2,016"
"6709 N Cicero Ave Lincolnwood, IL 60712","$419,000 ",4,2.5,"2,088"
"4400 N Ottawa Ave Norridge, IL 60706","$335,000 ",2,2,"1,074"
"6148 W Fletcher St Chicago, IL 60634","$379,000 ",3,2,"2,150"
"30 W Niagara Ave Schaumburg, IL 60193","$399,000 ",4,2.5,"3,349"
"3355 N Octavia Ave Chicago, IL 60634","$350,000 ",3,2.5,"1,600"
"380 Wille Ave Wheeling, IL 60090","$280,000 ",4,2,"1,032"
"5627 N Sacramento Ave Chicago, IL 60659","$399,500 ",3,2,"3,720"
"2176 W 118th St Chicago, IL 60643","$259,900 ",3,2,"1,639"
"1215 E Milida Ct Arlington Heights, IL 60004","$499,900 ",4,3.5,"2,599"
"498 Longtree Dr Wheeling, IL 60090","$275,500 ",4,2.5,"2,448"
"5814 N Corona Dr Palatine, IL 60067","$519,900 ",4,2.5,"3,168"
"5329 Oakdale Dr Oak Lawn, IL 60453","$239,000 ",4,1.5,1.5
"16301 Sherwood Dr Orland Park, IL 60462","$212,000 ",4,1.5,"1,306"
"2000 Berry Ln Des Plaines, IL 60018","$890,000 ",5,6,"4,000"
"453 N May St Apt 2N Chicago, IL 60642","$525,000 ",2,2,"1,600"
"1855 N Halsted St Apt 8 Chicago, IL 60614","$334,900 ",1,1,1
"211 Mayer Ave Wheeling, IL 60090","$274,900 ",3,1.5,"1,716"
"7 Margaret Ct Schaumburg, IL 60194","$379,900 ",2,2.5,"2,016"
"501 N Clinton St Apt 2101 Chicago, IL 60654","$300,000 ",1,1,1
"1035 N Hermitage Ave # 2 Chicago, IL 60622","$434,000 ",2,2,"1,300"
"1920 W George St Chicago, IL 60657","$1,029,000 ",4,3.5,"3,600"
"2635 W Medill Ave Chicago, IL 60647","$1,199,000 ",4,3.5,3.5
"15442 Ellis Ave Dolton, IL 60419","$90,000 ",4,2,"1,783"
"5219 N Potawatomie Ave Unit 101 Chicago, IL 60656","$149,000 ",2,1.5,"1,200"
"2061 Valor Ct Glenview, IL 60026","$765,000 ",3,3.5,"3,625"
"1220 Depot St Unit 205 Glenview, IL 60025","$210,000 ",2,2,2
"2128 Woodlawn Rd Northbrook, IL 60062","$589,000 ",4,2.5,"1,481"
"210 S Desplaines St Apt 1506 Chicago, IL 60661","$244,900 ",1,1,605
"910 S Michigan Ave Apt 1309 Chicago, IL 60605","$249,000 ",1,1,850
"1522 W School St Apt H Chicago, IL 60657","$658,000 ",2,2.5,"1,900"
"5229 S Hermitage Ave Chicago, IL 60609",N/A,3,3,3
"3315 Clinton Ave Berwyn, IL 60402","$232,500 ",4,1,"1,739"
"2107 Darrow Ave Evanston, IL 60201",N/A,4,3,"2,186"
"2649 N Southport Ave Apt 1 Chicago, IL 60614","$499,000 ",3,3,3
"114 South Blvd Evanston, IL 60202","$650,000 ",4,4,4
"130 N Garland Ct Apt 2411 Chicago, IL 60602","$1,035,000 ",3,2.5,"2,000"
"552 W Fullerton Pkwy Chicago, IL 60614","$995,750 ",3,3,3
"6 Minocqua Ct Park Forest, IL 60466","$60,000 ",2,1,974
"9516 S 53rd Ave Oak Lawn, IL 60453","$1,100,000 ",,,
"1442 Kinross St Flossmoor, IL 60422","$359,900 ",4,3.5,"3,351"
"1928 169th St Hazel Crest, IL 60429","$115,000 ",3,1.5,"1,744"
"7916 W Metropole St Elmwood Park, IL 60707","$359,900 ",3,2,"1,581"
"76 Forest Ln Elk Grove Village, IL 60007","$200,000 ",3,1,"1,171"
"7135 Sholer Ave Bridgeview, IL 60455","$299,900 ",4,2,"2,765"
"3357 Madison St Lansing, IL 60438","$82,500 ",4,2,"1,152"
"10551 Rachel Ln Orland Park, IL 60467","$345,000 ",3,2.5,"2,446"
"600 S 6th Ave Maywood, IL 60153","$114,900 ",3,1,"1,367"
"2915 Monroe St Bellwood, IL 60104","$135,000 ",3,1.5,"1,042"
"1945 E Touhy Ave Des Plaines, IL 60018","$525,000 ",,,
"2150 Valencia Dr Apt 114A Northbrook, IL 60062","$269,000 ",3,2,"1,300"
"1160 Valley Ln Apt 107 Hoffman Estates, IL 60169","$119,900 ",3,2,2
"2425 W Superior St Chicago, IL 60612","$619,000 ",4,,
"1610 Monroe St Apt 1E Evanston, IL 60202","$299,000 ",3,2,"1,800"
"515 W Wellington Ave Chicago, IL 60657","$1,385,000 ",5,4.5,"4,749"
"1907 W George St Chicago, IL 60657","$1,295,000 ",4,3.5,3.5
"1625 Glenview Rd Unit 211 Glenview, IL 60025","$394,500 ",2,2,"1,800"
"2940 N Allen Ave Chicago, IL 60618","$425,000 ",5,,
"4707 W Adams St # 2 Chicago, IL 60644","$305,000 ",6,,
"16527 Belleplaine Dr Markham, IL 60428","$32,500 ",3,1,960
"7145 W Dempster St Niles, IL 60714","$1,100,000 ",,,
"7540 N Ridge Blvd Apt 6A Chicago, IL 60645","$139,900 ",2,1.5,"1,000"
"296 W Fairview Cir Palatine, IL 60067","$369,900 ",3,3.5,"3,143"
"905 Graceland Ave Apt 11 Des Plaines, IL 60016","$89,000 ",1,1,800
"1163 E Paddock Dr Palatine, IL 60074","$269,900 ",3,2,"1,397"
"1028 S Euclid Ave Oak Park, IL 60304","$415,000 ",3,2,"1,421"
"770 W Gladys Ave Apt 802 Chicago, IL 60661","$440,000 ",2,2,"1,250"
"240 E Illinois St Apt 502 Chicago, IL 60611","$349,888 ",1,1,1
"2510 W Irving Park Rd Unit 206 Chicago, IL 60618","$274,888 ",1,1,1
"705 Tipperary Ct Apt 1B Schaumburg, IL 60193","$113,000 ",1,1,1
"2238 W Belmont Ave Unit 4C Chicago, IL 60618","$449,900 ",3,2,"1,600"
"9345 S Pulaski Rd Evergreen Park, IL 60805","$250,000 ",5,3.5,"2,480"
"8309 W Coral Dr Norridge, IL 60706","$358,000 ",3,2,"1,228"
"107 S Euclid Ave # A Oak Park, IL 60302","$445,000 ",3,3,"2,320"
"9014 Laramie Ave Skokie, IL 60077","$310,000 ",3,3,"1,878"
"1426 W Rascher Ave Chicago, IL 60640","$1,224,900 ",6,4,"5,000"
"1529 S State St Apt 8-D Chicago, IL 60605","$205,000 ",1,1,1
"910 N Lake Shore Dr Apt 1618 Chicago, IL 60611","$335,000 ",2,2,"1,050"
"1511 S Indiana Ave Unit G Chicago, IL 60605","$575,000 ",2,2,"1,800"
"8000 W Foster Ln Apt 402 Niles, IL 60714","$255,000 ",3,2,"1,785"
"1029 N Glenview Ct Palatine, IL 60067","$292,000 ",3,3.5,"2,079"
"15157 Royal Georgian Rd Orland Park, IL 60462","$359,000 ",3,2.5,"1,806"
"121 Long Ave Schaumburg, IL 60193","$415,000 ",4,2.5,"2,085"
"538 W Millers Rd Des Plaines, IL 60016","$355,000 ",3,2,"1,596"
"2914 N Kennicott Ave Arlington Heights, IL 60004","$329,000 ",4,2.5,"1,696"
"5 E Stonegate Dr Prospect Heights, IL 60070","$335,000 ",3,1.5,"2,066"
"6117 N Claremont Ave Apt Gn Chicago, IL 60659","$94,888 ",1,1,1
"9403 Brockton Ln # B1 Des Plaines, IL 60016","$249,000 ",2,2,2
"9950 S Oakley Ave Chicago, IL 60643","$365,000 ",5,3,"2,400"
"7714 S Yates Blvd Chicago, IL 60649","$209,900 ",4,3,"2,400"
"1720 Maple Ave Apt 408 Evanston, IL 60201","$529,800 ",2,2,"1,600"
"950 Washington Blvd Apt 302 Oak Park, IL 60302","$109,900 ",1,1,1
"15960 Ozark Ave Tinley Park, IL 60477","$219,900 ",3,2,"1,120"
"16422 Ozark Ave Tinley Park, IL 60477","$249,900 ",3,2,"1,300"
"646 W Drummond Pl Chicago, IL 60614","$2,395,000 ",7,4.5,"5,400"
"3614 N California Ave Chicago, IL 60618","$749,000 ",4,3.5,3.5
"5203 N Winthrop Ave # 2 Chicago, IL 60640","$539,000 ",4,,
"419 Hillview Ct Lemont, IL 60439","$355,000 ",3,3,"2,287"
"4025 Nelson Walk Oak Lawn, IL 60453","$115,000 ",2,1.5,988
"506 Briarhill Ln Glenview, IL 60025","$499,000 ",3,2.5,"1,707"
"5650 W Pensacola Ave Chicago, IL 60634","$349,999 ",3,2.5,"1,098"
"3842 Harrison Ave Brookfield, IL 60513","$209,500 ",3,1,"1,092"
"7662 W Peterson Ave Chicago, IL 60631","$375,000 ",4,2,"1,725"
"8975 Dublin St # 9B Orland Park, IL 60462","$165,000 ",2,2,"1,753"
"340 E Randolph St Unit 2406 Chicago, IL 60601","$598,000 ",1,1.5,"1,244"
"4812 W 15th St Cicero, IL 60804","$174,999 ",3,1,"1,320"
"1138 Regency Dr Schaumburg, IL 60193","$208,000 ",2,2.5,"1,065"
"5809 W Montrose Ave Chicago, IL 60634","$385,000 ",,,
"1553 Bristol Ave Westchester, IL 60154","$279,900 ",3,2,"1,218"
"7157 S Wolcott Ave Chicago, IL 60636","$32,900 ",2,1,792
"310 Lathrop Ave Apt 500 Forest Park, IL 60130","$82,900 ",1,1,635
"18 N Victoria Ln Apt F Streamwood, IL 60107","$119,900 ",2,1,1
"700 W Milburn Ave Mount Prospect, IL 60056","$254,900 ",3,1.5,"1,446"
"2451 W 79th St Chicago, IL 60652","$209,000 ",,,
"201 Patricia Ln Prospect Heights, IL 60070","$324,900 ",3,2.5,"1,827"
"77 S Evergreen Ave Unit 802 Arlington Heights, IL 60005","$389,900 ",2,2.5,"2,000"
"8300 W Carmen Ave Norridge, IL 60706","$619,000 ",5,3.5,"2,615"
"1508 Wisconsin Ave Berwyn, IL 60402","$234,000 ",3,1,"1,308"
"3236 Arthur Ave Brookfield, IL 60513","$239,000 ",3,2,"1,405"
"1150 N Lake Shore Dr Apt 24K Chicago, IL 60611","$274,900 ",1,1,910
"2937 N Sheffield Ave Apt 2 Chicago, IL 60657","$269,900 ",2,1,1
"412 Warren St Calumet City, IL 60409","$89,000 ",3,1,"1,056"
"124 S Northwest Hwy Palatine, IL 60074","$198,000 ",,,
"8712 S 85th Ct Hickory Hills, IL 60457","$269,900 ",3,2,2
"12601 S Timberlane Dr Palos Park, IL 60464","$229,900 ",2,1.5,"1,484"
"10016 S Malta St Chicago, IL 60643","$249,900 ",4,2,"2,000"
"31 Churn Rd Matteson, IL 60443","$99,000 ",3,1.5,"1,000"
"18436 Cowing Ct Homewood, IL 60430","$179,500 ",3,2,"1,358"
"9206 Christine Ct Orland Park, IL 60462","$329,000 ",3,2.5,"2,615"
"1117 W Greenbrier Ct Arlington Heights, IL 60004","$375,000 ",4,2.5,"1,977"
"1742 W Ethans Glen Dr Palatine, IL 60067","$272,000 ",2,3.5,"1,802"
"5707 N New Hampshire Ave Chicago, IL 60631","$425,000 ",3,2,"1,765"
"829 N Lombard Ave Oak Park, IL 60302","$379,000 ",4,,
"310 Lathrop Ave Apt 308 Forest Park, IL 60130","$95,000 ",1,1,1
"2202 N Milwaukee Ave Chicago, IL 60647","$399,000 ",,,
"1868 Weeg Way Park Ridge, IL 60068","$379,000 ",3,1.5,"2,023"
"4446 N Wolcott Ave Apt 2B Chicago, IL 60640","$289,000 ",1,1,1
"3632 Parthenon Way Olympia Fields, IL 60461","$272,000 ",4,2.5,"3,000"
"16928 Old Elm Dr Country Club Hills, IL 60478","$144,900 ",4,1.5,"1,524"
"216 S Evergreen Ave Arlington Heights, IL 60005","$415,000 ",5,2.5,"1,900"
"549 Exchange Ave Calumet City, IL 60409","$124,900 ",3,2.5,"1,269"
"541 8th St Chicago Heights, IL 60411","$159,500 ",3,2,"1,499"
"4407 W 118th St Alsip, IL 60803","$210,000 ",3,2,"1,600"
"657 Cutter Ln Elk Grove Village, IL 60007","$389,900 ",4,3.5,"1,809"
"11316 S Saint Louis Ave Chicago, IL 60655","$239,900 ",3,2.5,"1,100"
"10812 S Pulaski Rd Oak Lawn, IL 60453","$248,500 ",3,2,"1,530"
"1321 W Birchwood Ave Apt 302 Chicago, IL 60626","$159,900 ",1,1,1
"141 Francisco Ter Oak Park, IL 60302","$347,500 ",3,2.5,"1,600"
"4037 Grove Ave Brookfield, IL 60513","$389,900 ",4,2.5,2.5
"7918 W Golf Dr # 7918 Palos Heights, IL 60463","$299,900 ",3,2.5,"2,200"
"2740 Elder Ln Franklin Park, IL 60131","$187,900 ",3,2,950
"108 S Roy Ave Northlake, IL 60164","$209,900 ",3,1.5,"1,254"
"681 S Merle Ln Wheeling, IL 60090","$214,999 ",3,1,1
"1582 Oakwood Ave Des Plaines, IL 60016","$374,900 ",3,3.5,"1,612"
"2016 Main St Evanston, IL 60202","$174,900 ",3,1,"1,111"
"6146 S Moody Ave Chicago, IL 60638",N/A,3,1,"1,156"
"1483 N Larrabee St # C Chicago, IL 60610","$350,000 ",2,2,2
"208 S Bothwell St Palatine, IL 60067","$364,000 ",4,2,"1,500"
"6927 S Emerald Ave Chicago, IL 60621","$120,000 ",9,,
"1452 N Talman Ave Apt 4 Chicago, IL 60622","$285,000 ",2,1,1
"1610 N Winchester Ave Chicago, IL 60622","$1,399,000 ",5,4.5,"4,200"
"1614 N Honore St Chicago, IL 60622","$1,625,000 ",5,4.5,"4,200"
"7847 S Essex Ave Chicago, IL 60649","$399,000 ",,,
"2556 E 79th St Chicago, IL 60649","$259,000 ",,,
"640 W Belden Ave Chicago, IL 60614","$1,575,000 ",6,,
"624 W Schubert Ave # 3W Chicago, IL 60614","$729,000 ",3,2,"1,855"
"1530 S State St Apt 15H Chicago, IL 60605","$349,000 ",1,1,937
"6729 Pine Lake Dr # 1 Tinley Park, IL 60477","$194,000 ",2,2.5,"1,396"
"4847 W Winnemac Ave Chicago, IL 60630","$320,000 ",3,1.5,"1,200"
"4916 W Adams St # 1 Chicago, IL 60644","$93,000 ",6,,
"4137 Park Ave Brookfield, IL 60513","$219,900 ",3,1.5,1.5
"547 W Brompton Ave Apt 2N Chicago, IL 60657","$260,000 ",2,1,"1,200"
"14410 S Eggleston Ave Riverdale, IL 60827","$39,900 ",2,1,"1,167"
"239 Franklin Rd Glencoe, IL 60022","$825,000 ",3,2,"1,755"
"3112 Halsted St Steger, IL 60475","$27,999 ",2,1,704
"9452 Quail Trl Tinley Park, IL 60487","$196,900 ",2,1.5,"1,589"
"7824 W 87th Pl Apt 1A Bridgeview, IL 60455","$114,900 ",2,2,900
"16312 66th Ct Tinley Park, IL 60477","$214,500 ",3,2.5,"1,191"
"9200 S Eggleston Ave Chicago, IL 60620","$219,900 ",4,2,"1,800"
"936 Olive Rd Apt 1D Homewood, IL 60430","$84,900 ",2,1.5,940
"221 N Kenilworth Ave Apt 405 Oak Park, IL 60302","$279,000 ",2,2,2
"6343 W Waveland Ave Chicago, IL 60634","$385,000 ",3,3,3
"2845 W Division St Chicago, IL 60622","$1,675,000 ",5,4.5,"5,600"
"2436 W Winnemac Ave Chicago, IL 60625","$1,098,000 ",4,4.5,"3,600"
"46 James Ct Glenview, IL 60025","$375,000 ",4,2,"1,602"
"1733 W Henderson St Chicago, IL 60657","$1,239,000 ",7,,
"450 E Waterside Dr Unit 1604 Chicago, IL 60601","$389,000 ",1,1,925
"1150 N Lake Shore Dr Apt 13G Chicago, IL 60611","$165,000 ",,1,620
"1269 Keough St Lemont, IL 60439","$449,900 ",5,3,"3,095"
"Hickory Hills, IL 60457","$949,000 ",,,
"319 3rd St # 319 Wilmette, IL 60091","$715,000 ",3,3,"2,114"
"244 Woodlawn Ave Winnetka, IL 60093","$900,000 ",5,4.5,"3,856"
"1417 183rd St Homewood, IL 60430","$224,900 ",3,1.5,"1,782"
"9320 Lowell Ave Skokie, IL 60076","$299,900 ",3,1.5,"1,242"
"10120 S Kildare Ave Oak Lawn, IL 60453","$169,900 ",2,1,898
"9332 Landings Ln Unit 601 Des Plaines, IL 60016","$185,000 ",2,2,"1,300"
"365 Manistee Ave Calumet City, IL 60409","$155,000 ",4,2,"1,350"
"22125 Scott Dr Richton Park, IL 60471","$191,000 ",4,2.5,"2,308"
"9130 W 140th St Apt 1SE Orland Park, IL 60462","$84,500 ",1,1,900
"14843 Evers St Dolton, IL 60419","$75,000 ",2,1,"1,144"
"2418 N Southport Ave # 2 Chicago, IL 60614","$535,000 ",2,2,2
"630 N Franklin St Apt 709 Chicago, IL 60654","$409,000 ",2,2,2
"454 W Wrightwood Ave Apt 4A Chicago, IL 60614","$315,000 ",1,1,1
"720 W Gordon Ter Apt 22B Chicago, IL 60613","$150,000 ",1,1,1
"352 N Avers Ave Chicago, IL 60624","$215,000 ",3,3,"1,600"
"2653 N Racine Ave # 3 Chicago, IL 60614","$574,900 ",2,2,2
"110 W Superior St Chicago, IL 60654","$549,000 ",1,1.5,"1,150"
"7400 Lincoln Ave Unit 206 Skokie, IL 60076","$179,900 ",1,1,900
"8731 School St Morton Grove, IL 60053","$450,000 ",4,2.5,"3,312"
"5142 Harvard Ter Skokie, IL 60077","$325,000 ",3,1.5,"1,470"
"635 N Carroll Pkwy Apt 202 Glenwood, IL 60425","$45,000 ",2,1,750
"5050 Capri Ln Richton Park, IL 60471","$269,900 ",6,4.5,"3,500"
"232 Tampa St Park Forest, IL 60466","$89,900 ",3,1,"1,092"
"3239 S 53rd Ave Cicero, IL 60804","$184,900 ",4,2.5,"1,506"
"8305 44th St Lyons, IL 60534","$209,900 ",3,1,782
"3132 S 53rd Ave Cicero, IL 60804","$349,900 ",5,,
"12627 S Edbrooke Ave Chicago, IL 60628","$120,000 ",3,2,"1,008"
"5000 S La Crosse Ave Chicago, IL 60638","$205,000 ",3,2,"1,088"
"8748 Grace Rd Orland Park, IL 60462","$375,000 ",3,2.5,"2,000"
"7320 W Olive Ave Chicago, IL 60631","$285,900 ",3,2,"1,000"
"5822 N Medina Ave Chicago, IL 60646","$459,000 ",3,2,"2,200"
"841 Clarence Ave Apt 3 Oak Park, IL 60304","$119,800 ",1,1,1
"807 MacArthur Dr Chicago Heights, IL 60411","$114,900 ",3,2,"1,262"
"1645 Pierce Rd Hoffman Estates, IL 60169","$263,000 ",3,2,"1,486"
"725 Yorkshire Ln Des Plaines, IL 60016","$475,000 ",4,3,"2,360"
"5528 N Oketo Ave Chicago, IL 60656","$269,900 ",3,1,975
"10503 S 80th Ct Palos Hills, IL 60465","$369,900 ",4,3.5,"2,538"
"10312 S Pulaski Rd Apt 101A Oak Lawn, IL 60453","$69,900 ",2,1,1
"3823 N Marshfield Ave Chicago, IL 60613","$1,699,000 ",5,5,"4,300"
"220 S Roselle Rd Apt 207 Schaumburg, IL 60193","$119,900 ",2,1.5,"1,100"
"748 E Palatine Rd Palatine, IL 60074","$275,000 ",3,1.5,"1,230"
"8600 Grove St Morton Grove, IL 60053","$355,000 ",3,2.5,"1,721"
"2940 N Lakewood Ave Apt 6 Chicago, IL 60657","$499,900 ",3,2,"1,750"
"1444 N Orleans St Apt 8F Chicago, IL 60610","$300,000 ",1,1,830
"Chicago, IL 60647","$475,999 ",6,,
"216 Lockerbie Ln Wilmette, IL 60091","$799,000 ",5,4.5,"6,540"
"1002 Hibbard Rd Wilmette, IL 60091","$735,000 ",5,3.5,"3,457"
"2224 W Huron St Chicago, IL 60612","$975,000 ",4,3,3
"2737 W Sunnyside Ave Chicago, IL 60625","$549,900 ",3,1,"1,517"
"823 Lacrosse Ct Wilmette, IL 60091","$335,000 ",4,2,"1,686"
"59 W 15th St Apt C Chicago, IL 60605","$629,000 ",3,3,"2,340"
"2523 N Marshfield Ave Chicago, IL 60614","$1,649,000 ",6,5.5,"4,200"
"1200 W Monroe St Apt 618 Chicago, IL 60607","$349,000 ",1,1,845
"450 W Briar Pl Apt 3A Chicago, IL 60657","$250,000 ",1,1,1
"3200 N Lake Shore Dr Apt 303 Chicago, IL 60657","$169,000 ",1,1,900
"250 E Pearson St Apt 1604 Chicago, IL 60611","$550,000 ",1,1.5,"1,144"
"5 N Wabash Ave Chicago, IL 60602","$215,000 ",1,1,850
"4529 S Calumet Ave Apt 3S Chicago, IL 60653","$218,000 ",3,2,"1,400"
"4105 N Keeler Ave Apt 1E Chicago, IL 60641","$135,000 ",1,1,900
"5360 N Lowell Ave Apt 409 Chicago, IL 60630","$175,000 ",1,1,1
"7244 N Kostner Ave Lincolnwood, IL 60712","$419,000 ",4,2.5,"2,803"
"765 W Happfield Dr Arlington Heights, IL 60004","$194,900 ",2,2,"1,200"
"9143 W 92nd Pl Hickory Hills, IL 60457","$220,000 ",3,1.5,"2,000"
"811 S Home Ave Park Ridge, IL 60068","$659,000 ",6,4,"2,400"
"4434 N Mobile Ave Chicago, IL 60630","$324,900 ",4,2,"1,638"
"2519 Glenview Ave Park Ridge, IL 60068","$449,000 ",3,2,"1,800"
"812 Indian Rd Glenview, IL 60025","$1,250,000 ",5,5,"3,676"
"91 High St Winnetka, IL 60093","$799,000 ",5,3.5,3.5
"610 Glenayre Dr Glenview, IL 60025","$1,675,000 ",5,3.5,"5,290"
"1720 Ridgewood Ln E Glenview, IL 60025","$775,000 ",5,2.5,"3,100"
"3912 Brett Ln Glenview, IL 60026","$549,000 ",4,3,"2,098"
"2032 N Windham Ct N # 26 Arlington Heights, IL 60004","$359,900 ",3,2.5,"1,800"
"9401 Sumac Rd Apt H Des Plaines, IL 60016","$220,000 ",3,2,"1,050"
"1150 S Harvey Ave Oak Park, IL 60304","$225,000 ",3,2,"1,574"
"509 Rugeley Rd Western Springs, IL 60558","$435,000 ",3,2.5,"1,787"
"270 Bristol St Northfield, IL 60093","$499,900 ",3,2,"2,128"
"8060 W 127th St Palos Park, IL 60464","$419,900 ",5,3.5,"4,600"
"10835 Kathleen Ct Apt C Palos Hills, IL 60465","$188,000 ",2,2,"1,200"
"1615 N Windsor Dr Apt 303 Arlington Heights, IL 60004","$140,800 ",2,1,850
"9 Burlington Ave Western Springs, IL 60558","$375,000 ",3,2,"1,732"
"2410 Fox Meadow Ln Northfield, IL 60093","$940,000 ",3,3.5,"3,010"
"1500 Oak Ave Apt 4A Evanston, IL 60201","$479,900 ",3,2,2
"1912 W Wellington Ave Chicago, IL 60657","$1,075,000 ",5,3.5,3.5
"2743 N Wayne Ave Apt E Chicago, IL 60614","$530,000 ",3,3,"1,800"
"2310 W Nelson St Apt 301 Chicago, IL 60618","$385,000 ",2,2.5,2.5
"5556 N Sheridan Rd Apt 203 Chicago, IL 60640","$375,900 ",2,2,"1,294"
"2130 Swainwood Dr Glenview, IL 60025","$1,199,000 ",1,,
"7954 S Woodlawn Ave Chicago, IL 60619","$179,900 ",4,2,"2,100"
"8053 S Kolmar Ave Chicago, IL 60652","$254,999 ",5,2,"2,100"
"14 Moorings Dr Palos Heights, IL 60463","$310,000 ",2,2.5,"2,050"
"1701 N Keeler Ave # 1 Chicago, IL 60639","$379,900 ",6,,
"4969 N Mason Ave Chicago, IL 60630","$379,900 ",4,3,3
"2107 E Lillian Ln Arlington Heights, IL 60004","$425,000 ",3,3.5,"2,186"
"5735 S Dorchester Ave Chicago, IL 60637","$1,100,000 ",5,3,"2,380"
"2024 N Racine Ave Apt F Chicago, IL 60614","$849,000 ",4,3.5,3.5
"7232 N Oriole Ave Chicago, IL 60631","$290,000 ",4,4,960
"2501 N Sheffield Ave Apt 1S Chicago, IL 60614","$899,000 ",4,3,"2,600"
"905 Austin St # 2 Evanston, IL 60202","$89,900 ",1,1,650
"1670 Whitcomb Ave Des Plaines, IL 60018","$399,900 ",3,2,"2,789"
"2800 N Lake Shore Dr Apt 2701 Chicago, IL 60657","$487,650 ",2,2,2
"455 W Oakdale Ave Apt 1 Chicago, IL 60657","$514,999 ",3,2,"1,839"
"408 Sandy Ln Wilmette, IL 60091","$575,000 ",4,2.5,"2,720"
"5931 W Warwick Ave Chicago, IL 60634","$285,000 ",3,1,"1,571"
"1720 S Michigan Ave Apt 1608 Chicago, IL 60616","$369,000 ",2,2,"1,100"
"1909 Courtland Ave Park Ridge, IL 60068","$888,000 ",5,5.5,"3,600"
"1620 Walnut St Park Ridge, IL 60068","$549,000 ",4,2.5,"2,000"
"904 E Barberry Ln Mount Prospect, IL 60056","$259,900 ",3,2.5,"1,203"
"906 E Golfhurst Ave Mount Prospect, IL 60056","$340,000 ",3,2,"1,373"
"4009 N Galena Ave Arlington Heights, IL 60004","$289,500 ",3,2,2
"216 Maplebrook Ct Unit V2 Schaumburg, IL 60194","$192,500 ",2,2,"1,200"
"423 Edgewood Pl # 2 River Forest, IL 60305","$137,900 ",2,1,1
"328 S Maple St Mount Prospect, IL 60056","$199,900 ",3,1.5,"1,280"
"1712 S Indiana Ave Chicago, IL 60616","$729,900 ",3,3.5,"2,511"
"3340 N Nottingham Ave Chicago, IL 60634","$315,000 ",4,2.5,"1,614"
"10361 Dearlove Rd Apt 2G Glenview, IL 60025","$169,999 ",2,2,"1,200"
"680 N Lake Shore Dr Apt 417 Chicago, IL 60611","$239,900 ",1,1,"1,050"
